214	932	754	68000	4760000
574	987	993	10100	909000
770	279	953	71100	6399000
966	571	914	33200	2954800
326	626	153	74300	1486000
522	918	113	36400	691600
718	210	74	97400	1850600
437	318	550	80600	4755400
633	610	510	42700	2519300
993	665	749	83700	6612300
189	957	710	45800	3618200
385	249	670	7900	616200
581	541	631	68900	5374200
941	595	869	11000	1078000
137	887	829	72100	7065800
334	180	791	34100	3307700
693	234	29	75200	2030400
890	527	990	37300	1007100
608	634	465	20500	1373500
804	926	426	81500	5460500
642	166	150	2500	115000
360	273	625	84700	7368900
557	566	587	46700	4016200
916	620	824	87800	1492600
113	913	786	49900	798400
309	205	747	11900	190400
505	497	707	73000	1095000
865	551	945	15100	543600
61	843	906	76100	2663500
257	135	866	38200	1337000
976	244	343	21400	1605000
813	482	66	41300	2271500
532	590	541	24500	2327500
728	882	502	85600	8132000
565	121	226	6500	481000
284	229	702	88700	2128800
480	521	662	50800	1219200
676	813	623	12800	307200
36	868	862	53900	2371600
232	160	822	16000	688000
428	452	783	77100	3315300
788	506	21	19100	1203300
984	798	981	80200	5052600
181	91	943	42300	2664900
899	199	419	25400	330200
737	438	142	45400	3722800
455	545	617	28600	943800
651	837	578	89700	2870400
848	130	539	51700	1654400
207	184	777	92800	4825600
404	477	739	54900	2854800
600	769	699	16900	861900
960	824	938	58000	4118000
156	116	899	20100	1427100
352	408	859	81100	5758100
71	516	335	64300	1350300
908	754	58	84300	7671300
104	46	18	46300	4167000
823	155	495	29500	1180000
660	393	218	49500	990000
379	501	693	32700	1962000
575	793	654	93700	5622000
771	85	615	55800	3348000
131	140	854	96900	7752000
327	432	814	58900	4653100
523	724	775	21000	1659000
719	16	735	82000	6478000
79	71	974	24100	2385900
275	363	935	85200	8349600
994	471	410	68400	3351600
831	709	133	88300	2472400
28	2	95	50400	1411200
746	110	571	33600	2284800
942	402	531	94600	6432800
302	456	769	36700	3229600
498	748	730	97800	8606400
695	41	691	59800	5202600
54	95	929	1900	32300
251	388	891	63000	1071000
447	680	851	25100	426700
643	972	812	86100	1377600
3	27	51	28200	1015200
199	319	11	89300	3214800
918	427	487	72400	5502400
755	665	210	92400	5174400
951	957	170	54500	2997500
670	66	647	37700	3619200
866	358	608	98700	9376500
226	412	845	40800	1060800
422	704	806	2900	72500
618	996	767	63900	1597500
978	51	6	6000	270000
174	343	966	67100	3019500
370	635	927	29100	1280400
566	927	887	90200	3968800
926	982	126	32300	2067200
122	274	87	93300	5971200
841	382	562	76500	1071000
678	620	285	96500	8009500
875	913	247	58500	4855500
593	21	723	41700	1376100
789	313	683	3800	125400
149	367	921	44900	2379700
345	659	882	6900	365700
542	952	843	68000	3536000
901	6	81	10100	737300
98	299	43	71100	5119200
294	591	3	33200	2390400
490	883	964	94200	6782400
850	938	203	36300	3339600
46	230	163	97400	8863400
764	337	638	80600	3385200
961	630	600	42600	1746600
798	868	322	62600	1314600
517	977	799	45800	2793800
713	269	760	7800	475800
73	323	997	48900	3960900
269	615	958	11000	880000
465	907	919	72100	5768000
661	199	879	34100	2728000
21	254	118	75200	752000
217	546	79	37300	373000
413	838	39	98300	9731700
132	946	515	81500	3993500
969	185	239	2500	72500
688	293	714	84700	5844300
884	585	675	46700	3222300
80	877	636	8800	607200
440	932	874	49900	4441100
636	224	835	11900	1047200
833	517	797	73000	6424000
29	809	757	35000	3080000
389	863	995	76100	1369800
585	155	956	38200	649400
303	263	431	21400	1241200
499	555	392	82400	4696800
337	794	116	3400	125800
55	901	590	85600	6591200
252	194	552	47600	3665200
448	486	513	9700	737200
808	541	752	50800	4927600
4	833	712	12800	1228800
200	125	673	73900	7094400
919	233	148	57100	2626600
756	472	872	77000	2002000
952	763	832	39100	977500
671	872	308	22300	1471800
867	164	269	83300	5414500
227	219	508	25400	2159000
423	511	469	86500	7352500
619	803	429	48500	4122500
815	94	389	10600	890400
175	149	628	51700	723800
371	441	588	13800	193200
568	734	550	74800	1047200
927	788	788	16900	574600
124	81	749	78000	2574000
842	188	224	61100	4521400
38	480	185	23200	1693600
876	719	908	43200	2289600
594	827	384	26400	2455200
790	119	345	87400	8128200
987	412	306	49500	4554000
346	466	544	90600	2083800
543	758	505	52600	1157200
739	50	465	14700	323400
99	105	704	55800	2343600
295	397	665	17800	747600
491	689	625	78900	3234900
210	798	102	62100	5092200
47	36	825	82000	5002000
766	144	300	65200	717200
962	436	261	27300	300300
158	728	222	88300	971300
354	20	182	50400	504000
714	75	421	91500	2745000
910	367	382	53500	1605000
106	659	342	15600	468000
825	767	818	97800	6846000
662	5	541	18700	935000
381	114	17	1900	171000
577	406	978	63000	5607000
773	698	939	25000	2225000
133	753	177	66100	1255900
329	44	137	28200	535800
525	336	98	89200	1694800
722	629	59	51300	923400
81	683	297	92400	3511200
278	976	259	54500	2071000
996	84	734	37600	2932800
192	375	694	98700	7698600
30	615	419	19700	1122900
748	722	893	2800	274400
945	15	855	63900	6198300
141	307	816	26000	2522000
501	362	55	67100	1811700
697	654	15	29100	785700
893	946	976	90200	2345200
612	54	451	73400	4917800
449	292	174	93300	4291800
645	584	135	55400	2548400
364	693	611	38600	3319600
201	931	334	58500	3861000
920	39	810	41700	667200
116	331	771	3800	60800
312	623	731	64800	972000
672	678	970	6900	241500
868	970	931	68000	2380000
64	262	891	30000	1050000
424	317	130	71100	3910500
620	609	91	33200	1792800
816	901	51	94200	5086800
535	9	527	77400	7275600
731	301	488	39500	3713000
569	540	211	59400	4336200
287	648	687	42600	1022400
483	940	648	4700	108100
680	233	609	65700	1511100
39	286	846	7800	335400
236	579	808	68900	2962700
432	871	768	30900	1297800
150	979	244	14100	1170300
988	218	968	34100	2114200
184	510	928	95200	5902400
903	618	404	78300	939600
740	857	128	98300	8060600
459	965	603	81500	2608000
655	257	564	43500	1392000
492	495	287	63500	698500
211	604	763	46700	2381700
407	896	724	8800	448800
603	188	685	69800	3559800
799	480	645	31900	1595000
159	534	883	73000	5110000
355	826	844	35000	2450000
74	935	320	18200	364000
270	227	281	79300	1586000
107	465	4	99200	8928000
826	573	479	82400	3296000
22	865	440	44500	1735500
382	920	679	85600	5136000
578	212	640	47600	2808400
774	504	600	9700	572300
971	797	562	70700	4171300
330	851	800	12800	1011200
527	144	761	73900	5764200
723	436	722	35900	2800200
441	543	196	19100	534800
279	782	920	39100	3831800
997	890	396	22300	1070400
194	183	358	83300	3998400
390	475	318	45400	2133800
586	767	279	7400	347800
946	821	517	48500	3249500
142	113	477	10600	710200
338	405	438	71600	4725600
57	514	914	54800	931600
894	752	637	74800	6432800
613	860	113	58000	2088000
809	152	74	20000	720000
5	444	34	81100	2919600
365	499	273	23200	1299200
561	791	234	84200	4715200
757	83	194	46300	2546500
953	375	155	8400	462000
313	430	394	49500	3712500
509	722	354	11500	862500
228	830	830	93700	2342500
65	68	553	14700	1381800
262	361	514	75700	7115800
980	469	990	58900	2591600
818	708	714	78900	1893600
536	815	188	62100	3974400
732	107	149	24100	1542400
929	400	111	85200	5367600
288	454	348	27300	2293200
485	747	310	88300	7328900
681	39	271	50400	4183200
877	331	231	12400	1016800
237	386	470	53500	695500
433	678	431	15600	187200
152	786	906	97800	5183400
348	78	867	59800	3109600
185	316	590	79800	2553600
904	425	66	63000	4536000
100	717	27	25000	1800000
296	9	988	86100	6113100
656	63	226	28200	2566200
852	355	186	89200	8117200
48	647	147	51300	4668300
767	756	623	34500	1414500
604	994	346	54400	1088000
800	286	307	16500	330000
519	394	782	98700	5922000
356	633	506	19600	784000
75	741	982	2800	224000
271	33	943	63900	5112000
467	325	903	25900	2046100
827	380	142	67000	670000
23	672	103	29100	2880900
220	965	64	90200	8929800
579	18	301	32200	933800
776	311	263	93300	2705700
972	603	223	55400	1551200
332	658	462	96500	4632000
528	950	423	58500	2808000
724	242	383	20600	988800
84	297	622	61700	4195600
280	589	583	23700	1611600
999	697	58	6900	124200
195	989	19	68000	1156000
32	227	742	87900	7647300
751	336	218	71100	2630700
947	628	179	33200	1228400
143	920	140	94200	3485400
503	974	378	36300	2069100
699	266	338	97400	5454400
895	558	299	59400	3326400
614	667	775	42600	4089600
451	905	498	62600	4757600
647	197	459	24600	1845000
366	305	934	7800	202800
562	597	895	68900	1722500
922	652	134	11000	495000
118	944	95	72000	3240000
314	236	55	34100	1534500
511	529	17	95100	4184400
870	583	255	37200	2418000
67	876	216	98300	6291200
263	168	177	60300	3859200
981	275	651	43500	609000
819	514	375	63500	5334000
537	622	851	46700	1587800
734	915	813	8700	295800
571	153	535	28700	373100
290	261	11	11900	630700
486	553	972	72900	3863700
682	845	932	35000	1855000
42	900	171	76100	5555300
238	192	132	38200	2750400
434	484	92	99200	7142400
153	592	568	82400	1812800
349	884	529	44500	979000
545	176	489	6500	143000
905	231	728	47600	1999200
101	523	689	9700	397700
297	815	649	70700	2898700
657	870	888	12800	780800
853	162	849	73900	4507900
49	454	809	35900	2154000
409	508	47	77000	6237000
605	800	8	39100	3128000
802	93	969	1100	88000
520	201	445	83300	2499000
358	440	169	4300	43000
76	547	643	86500	4325000
272	839	604	48500	2425000
469	132	566	10600	519400
828	186	803	51700	3567300
25	479	765	13700	945300
221	771	726	74800	5161200
417	63	686	36800	2502400
777	118	925	77900	6855200
973	410	886	40000	3520000
692	518	361	23200	881600
888	810	322	84200	3199600
725	48	45	5200	93600
444	157	521	87400	5069200
640	449	482	49400	2815800
836	741	443	11500	655500
196	795	680	52600	4050200
392	87	641	14600	1124200
588	379	602	75700	5828900
948	434	841	17800	1726600
144	726	801	78900	7574400
340	18	762	40900	3926400
59	126	237	24100	1108600
896	365	961	44100	1146600
615	473	437	27200	1795200
811	765	397	88300	5827800
7	57	358	50400	3276000
367	112	597	91500	7777500
563	404	558	53500	4547500
760	697	519	15600	1326000
119	750	756	56700	850500
316	43	718	18700	280500
512	335	678	79800	1117200
230	443	154	63000	3402000
68	682	878	82900	2818600
264	974	838	45000	1530000
983	82	314	28200	2086800
820	321	38	48100	2549300
539	429	513	31300	2942200
735	721	474	92400	8593200
931	13	435	54400	5059200
291	68	673	95500	2196500
487	360	634	57600	1324800
683	652	595	19600	431200
879	943	554	80700	1775400
239	998	793	22800	957600
435	290	754	83800	3519600
154	399	230	67000	5494000
991	637	953	87000	5394000
187	929	914	49000	2989000
906	37	389	32200	386400
102	329	350	93300	1026300
462	384	589	35400	1097400
658	676	549	96400	2988400
854	968	510	58500	1813500
51	261	472	20600	618000
410	315	710	61600	3080000
607	607	670	23700	1185000
803	899	631	84800	4240000
163	954	870	26900	1883000
359	246	830	87900	6065100
77	354	306	71100	1422000
274	647	267	33200	630800
111	885	990	53100	4725900
830	993	466	36300	1415700
26	285	427	97400	3798600
222	577	387	59400	2257200
582	632	626	1500	88500
778	924	587	62600	3630800
974	216	547	24600	1426800
334	270	785	65700	5124600
530	562	746	27800	2168400
726	854	706	88800	6837600
445	963	183	72000	2016000
282	201	906	92000	8924000
1	310	382	75200	3534400
197	601	342	37200	1748400
34	840	66	57200	1544400
753	948	541	40400	2706800
949	240	502	2400	158400
145	532	463	63500	4191000
505	587	701	5600	481600
701	879	662	66600	5727600
898	172	624	28700	2468200
616	279	98	11900	428400
454	518	822	31800	477000
650	810	783	92900	1393500
368	918	258	76100	4185500
565	211	220	38100	2095500
924	265	458	79200	5940000
121	557	418	41300	3097500
317	849	379	3300	244200
676	903	617	44400	4173600
873	196	579	6500	611000
69	488	539	67600	6354400
265	780	500	29600	2752800
984	888	975	12800	563200
821	127	699	32800	754400
540	235	175	15900	1001700
736	527	135	77000	4851000
573	765	858	97000	4171000
292	874	335	80200	6656600
488	166	296	42200	3502600
684	458	256	4300	352600
44	512	494	45400	544800
240	804	455	7400	88800
436	96	415	68500	822000
796	151	654	10600	339200
992	443	615	71600	2219600
189	736	576	33700	1044700
907	843	51	16900	1199900
745	83	776	36800	1876800
463	190	250	20000	1820000
659	482	211	81100	7380100
497	721	935	2000	140000
215	829	410	84200	1768200
411	121	371	46300	926000
608	414	333	8300	166000
967	467	569	49400	1976000
164	760	531	11500	460000
360	52	492	72500	2827500
78	160	967	55700	4456000
275	453	929	17800	1406200
112	691	652	37700	2224300
831	799	127	20900	2069100
27	91	88	82000	8118000
223	383	49	44000	4312000
583	438	287	85100	2382800
779	730	248	47200	1321600
975	22	209	9300	260400
335	77	448	50300	2414400
531	369	408	12400	595200
727	661	369	73500	3454500
87	715	607	15600	1045200
283	7	567	76600	5132200
2	116	44	59800	1016600
198	408	4	21900	372300
36	647	728	41800	3594800
754	754	203	25000	925000
950	46	164	86100	3099600
310	101	402	28200	1579200
506	393	363	89200	4995200
702	685	324	51300	2872800
899	978	285	13300	731500
258	32	523	54400	4134400
455	325	485	16500	1237500
651	617	445	77500	5812500
369	724	920	60700	1517500
207	963	644	80700	7666500
925	71	119	63900	2875500
122	364	81	25900	1165500
959	602	804	45900	1101600
678	710	279	29100	1862400
874	2	240	90100	5766400
70	294	201	52200	3340800
430	349	439	93300	7837200
626	641	400	55300	4589900
822	933	361	17400	1444200
541	41	836	99600	3286800
378	280	560	20500	266500
574	572	521	81600	979200
293	680	996	64800	3434400
130	918	719	84700	2710400
849	27	196	67900	4888800
45	319	156	30000	2160000
241	611	117	91000	6552000
601	665	355	33100	3045200
797	957	316	94200	8666400
993	249	276	56300	5123300
353	304	515	97300	2043300
549	596	476	59400	1247400
746	889	437	21500	451500
464	996	912	4600	280600
302	236	637	24600	984000
498	528	597	85700	3428000
216	635	72	68900	5512000
413	928	34	30900	2472000
772	982	271	72000	720000
969	275	233	34100	341000
165	567	194	95100	9414900
525	621	431	37200	1116000
721	913	392	98300	2850700
917	205	353	60300	1748700
113	497	313	22400	649600
473	552	552	63500	3111500
669	844	513	25500	1224000
388	952	988	8700	774300
225	191	712	28700	1951600
421	483	673	89700	6099600
140	591	148	72900	1312200
336	883	109	35000	630000
696	938	348	76100	2891800
892	230	308	38100	1409700
88	522	269	99200	3670400
448	576	507	41300	2354100
644	868	468	3300	188100
840	160	428	64400	3670800
37	453	390	26400	1478400
396	507	628	67500	5130000
593	800	589	29600	2249600
311	907	64	12800	332800
149	147	789	32700	3139200
345	439	749	93800	8911000
63	546	224	77000	3542000
901	785	948	97000	2425000
619	893	423	80100	5206500
816	186	385	42200	2743000
12	478	346	4300	279500
208	770	306	65300	4179200
568	824	544	7400	629000
764	116	505	68500	5754000
960	408	465	30500	2562000
320	463	704	71600	1002400
516	755	665	33700	471800
235	863	140	16900	912600
72	102	864	36800	1214400
268	394	825	97900	3230700
987	502	300	81100	5920300
183	794	261	43100	3146300
543	849	500	84200	7830600
739	141	460	46300	4305900
935	433	421	8300	763600
295	487	659	49400	1136200
491	779	620	11500	253000
687	71	580	72500	1595000
884	364	542	34600	726600
602	472	17	17800	1103600
440	711	741	37700	1545700
158	818	216	20900	1713800
354	110	176	82000	6642000
551	403	138	44000	3564000
910	457	376	85100	936100
107	750	338	47200	519200
303	42	298	9200	92000
499	334	259	70300	703000
859	389	498	12400	372000
55	681	458	73400	2202000
774	789	934	56600	3962000
611	27	657	76600	3753400
807	319	617	38700	1896300
526	428	94	21800	1940200
363	666	817	41800	2884200
82	774	292	25000	475000
278	66	253	86000	1634000
474	358	214	48100	865800
670	650	174	10200	183600
30	705	413	51300	1949400
226	997	374	13300	505400
422	289	334	74400	2827200
782	344	573	16500	957000
978	636	534	77500	4417500
697	744	9	60700	5948600
534	982	732	80700	6213900
731	275	694	42700	3287900
449	383	169	25900	699300
645	675	130	87000	2349000
5	729	368	29100	1367700
201	21	328	90100	4144600
398	314	290	52200	2401200
757	368	528	93300	6157800
954	661	489	55300	3649800
150	953	450	17400	1148400
510	8	689	58500	5031000
706	300	650	20500	1742500
902	592	610	81600	6936000
621	700	86	64800	2268000
458	938	809	84700	1270500
654	230	769	46800	655200
373	339	246	30000	1650000
569	631	206	91000	4914000
929	685	444	33100	2449400
125	977	405	94200	6970800
321	269	366	56200	4158800
517	561	326	18300	1335900
877	616	565	59400	5583600
73	908	526	21400	1990200
269	200	486	82500	7672500
988	308	962	65700	2825100
184	600	922	27700	1191100
380	892	883	88800	3729600
740	947	122	30900	1946700
936	239	83	92000	5704000
133	532	44	54000	3348000
851	639	519	37200	446400
689	879	244	57200	4690400
885	170	203	19200	1555200
603	278	679	2400	76800
800	571	640	63500	1968500
159	625	878	5600	285600
356	918	840	66600	3396600
552	210	801	28700	1463700
912	264	38	69800	4955800
108	556	999	31800	2226000
304	848	960	92900	6503000
500	140	920	54900	3843000
860	195	159	96000	8640000
56	487	120	58100	5170900
775	595	595	41300	1652000
971	887	556	3300	128700
808	125	279	23300	442700
527	234	755	6500	383500
723	526	716	67500	3982500
83	581	955	9600	758400
279	873	915	70700	5585300
475	165	876	32700	2550600
671	456	836	93800	7316400
31	511	74	35900	3518200
227	803	35	96900	9496200
424	96	997	59000	5723000
142	204	472	42200	2025600
980	443	196	62100	1676700
698	550	671	45300	3035100
894	842	631	7400	495800
732	81	355	27400	1287800
450	189	831	10500	913500
647	482	792	71600	6157600
843	774	753	33700	2898200
203	829	992	74700	1195200
399	120	952	36800	588800
595	412	912	97900	1566400
314	521	389	81000	4536000
510	813	349	43100	2370500
706	105	310	5200	286000
66	160	549	46300	3472500
262	451	508	8300	622500
458	743	469	69400	5205000
654	35	430	31400	2323600
14	90	669	72500	6815000
210	382	629	34600	3252400
929	491	106	17800	783200
766	729	829	37700	904800
962	21	789	98800	2272400
681	129	265	82000	5248000
877	421	225	44000	2772000
237	476	464	85100	7063300
433	768	425	47200	3917600
629	60	386	9200	763600
989	114	623	50300	653900
185	406	584	12400	161200
382	699	546	73400	880800
578	991	506	35500	426000
296	99	982	18700	972400
134	338	706	38600	1235200
852	445	180	21800	1569600
49	738	142	82900	5968800
245	30	103	44900	3187900
605	85	341	86000	7826000
801	377	302	48100	4377100
997	669	263	10100	919100
193	961	223	71200	6408000
553	16	462	13300	266000
749	308	423	74400	1488000
468	416	898	57500	3450000
664	708	859	19600	1176000
501	946	582	39600	1544400
220	55	58	22700	1816000
416	347	19	83800	6620200
776	401	257	25900	259000
972	693	217	87000	8613000
168	985	178	49000	4851000
364	277	139	11100	1087800
724	332	377	52200	1513800
920	624	338	14200	397600
117	917	300	75300	2108400
835	24	774	58500	3978000
31	316	735	20500	1394000
228	609	697	81600	5467200
424	901	657	43600	2921200
142	9	133	26800	455600
339	302	94	87900	1494300
698	355	331	30000	1110000
895	648	293	91000	3367000
91	940	254	53100	1911600
287	232	214	15100	543600
647	287	453	56200	3147200
843	579	414	18300	1024800
39	871	374	79300	4440800
758	979	850	62500	6000000
595	218	574	82500	6187500
314	326	49	65700	1708200
510	618	10	27700	692500
706	910	971	88800	2220000
66	965	209	30900	1390500
262	257	170	91900	4135500
458	549	131	54000	2376000
654	841	91	16100	708400
14	895	329	57100	3654400
210	187	290	19200	1228800
